Unnamed: 0,reviews
44,"
If you are looking for a two in one easy to carry around with you and doesn't take up space in a bag/purse this is the product for you. I do not have pictures unfortunately but I was recommended this product from a friend of mine; I loved hers and decided to get my own. I brought this to a concert with me only used the portable part more than the fan bcuz luckily the venue was well air conditioned. Fan is a little lousy but it's easy to tune it out. Charger port did last me a good while for me so I'm thankful for that bcuz not a lot of portable charges have a big enough battery. I love this product and would buy it again if I needed to
"
45,"
Bought this for vacation but didn‚??t use it as much as I thought I would. It works well, is super quiet and is small & compact so super easy to carry around. I didn‚??t use it as a portable charger only because I didn‚??t need it but loved having the option without having to carry something separate! I did test it out to make sure it worked and it charged my phone for the minute I had to plugged in. I don‚??t know how long the battery life is just because I haven‚??t used it a ton, maybe 5-6 times but I will say I haven‚??t had to charge it again and I bought it over a month ago! Super cute color & design too so extra points for that.
"
46,"
Compact, great quality, holds charge, low noise level, it‚??s such a pretty light pink.
"
47,"
Quick charge, compact, good air flow. It was nice to have during an MLB game.HOWEVER! One should be very mindful of the open blades. Especially when consuming a few ballpark beers (they just hit different). Once, while conversing with my fellow attendee, my hand got too close to my head and my hair got caught in the fan. Not a big chunk, but those side pieces you pull down from your ball cap to look cute. There was no way to detangle that mess so I had to rip it from my skull. I was given another ballpark beer, and a hot dog, to dull my pain.THEN...the game was getting close. Cubs looked like they were about to rally. So many cheers. Loud shouting. Booing the Cubs fans in our row. Aggressive hand gestures. You know the drill. Top of the 9th, Reds leading 4-3. Wilson pitches to Ian Happ with 1 out. Happ fouls it straight up towards Reds dugout. Tyler Stephenson runs towards it, throws his mask, and makes A SLIDING CATCH FOR THE OUT! It. Was. Beautiful. We are hollering like the hillbillies we are and I am waving my hands like I just don't care. And that is when I smack myself in the face with open blades while trying to clap.Yes, I am a grown woman who can handle her liquor. Even stadium beers. But I don't think I'll be using this fan again. And the next one I buy will have a cage around the blades.Let's go Reds!!!
"
48,"
I purchases my daughter the pink one a year or so ago and she loves it for hot cruise days, hot beach time, anytime a fan can be used! It's such a bonus to be able to charge her phone if needed too. So I thought, what the heck, let me but one for our next cruise.I tested it out to check how fast it charged my phone and it was meh, nowhere near fast charging, but hey in a punch you take what you can get right. We'll, my husband walks in and says omg what is that noise! He can hear those high pitched noises like a dog can hear a whistle. He found it was the charger. I go closer and can hear it too. I assumed it was defective but hey, we have a year old one so I tried that and same thing after a few minutes.Now, my daughter has an iPhone and I have an android. I know I phones don't charge as fast as androids, so it may be that my phone is trying to pull too much charge and hers isn't. So, she's fine with hers, but I returned it and purchased a different variety that doesn't kill my husband's ears when I charge my phone with it.Would I recommend? If you're an iPhone user, yes, most definitely. Android? No, go with the JisuLife one as it doesn't give the high pitched noise that will drive any babies/pets/sensitive husband's crazy. They have one that's 4500mAh,its bigger but also so much stronger (white fan in the photos)White fan (other brand sucks at balance when closed, no matter how you lie it down when closed it wants to aggressively flip to have usb openings facing upPink fan (this brand) has mini fins that kinda hold it in place so no rolling aroundPink fan wants to walk off the table when using it on Max speed. White fan (again, other brand) has a rubber bit around the light that conveniently holds it in place no matter the speed when on a tabletop
"
49,"
Purchased one for my daughter for our Italy and Greece trip. Loved it so much, I got one too! This is a MUST HAVE item! Not just for travel, but to keep in your purse at all times! lol! It has come in handy so, so many times and people are always commenting they wish they had one and asking where did I get it! I would not have survived our summer without this. I use it everyday..outside, inside. Anytime I‚??m in line, or just need some cooling off. Lifesaver!  we loved them! Stays charged for a long time and fast! It makes minimal noise, and I love my white one, while my daughter has the pink color. Cleans easily and are good quality. Very very happy with my purchase and would buy from again.
"
50,"
It's really cute.  Although because it's so compact, I could see how it might be a little challenging to open for some people.  If you don't want your small kids messing with it though, they may not be able to figure it out, so that's nice.I love the soft blades, so no chance of fingers being caught or hurt.  I really like the color, although I would have loved it in a deep purple too.Definitely does the job as I am a woman of a particular age ??? and have hot flashes.  I also appreciate that it does have two speeds.  It's a welcome addition to my life.
"
51,"




                    The media could not be loaded.
                



I bought this little fan honestly because of the color, ??? I was pleasantly surprised that while sitting pool side I was able to keep sweat off my face! This will be perfect for cruises! It‚??s not loud, it‚??s not heavy, it‚??s rechargeable, it packs just enough power that it won‚??t chop off your finger but you can pleasantly enjoy a nice steady breeze! Love that it came with a lanyard clip too! People said it was hard to open.. I had no issues as you can see in the video..
"
52,"
It works great for hot flashes. But you need it with you all the time. I was packing it in my pocket most of the time on our vacation. I didn't want to pack my purse with me everywhere, Its a little bulky for a pocket. (glad I had it) Small and powerful. Wouldn't have survived our vacation with out it.  Charge lasted all day and gose with me just about everywhere now.
"
53,"
Game changer experience! The Gaiatop Portable Hand Held Fan emerges as a versatile and efficient solution for those in need of a compact cooling device. Equipped with a USB rechargeable 2000mAh battery, this fan is designed for both convenience and performance.  One of the things I love is that it fits comfortably in a purse, tote or backpack.One of the standout features of this fan is its battery life. On a full charge, the fan can last several hours, even at higher speeds. The USB charging feature is particularly convenient, allowing you to charge it via a laptop, power bank, or any standard USB charger. The battery indicator is a thoughtful addition, keeping you informed of the remaining charge.The fan is straightforward to use with an intuitive button control that adjusts the speed. It also includes a small base that can attach to the bottom, allowing it to stand on a flat surface for hands-free operation. This dual functionality enhances its utility, making it more than just a handheld fan.While the fan is generally effective, it might not be suitable for those needing extensive cooling over large areas due to its compact size. Also, while the build is sturdy, the fan's plastic components may not endure rough handling over time.Overall, the Gaiatop Portable Hand Held Fan is a reliable, handy accessory for anyone looking to stay cool on the go. Its combination of effective performance, good battery life, and portable design makes it a worthwhile investment for everyday use and travel. It strikes a good balance between functionality and convenience, making it a recommended choice for personal cooling needs.
"
54,"
If you are looking for a two in one easy to carry around with you and doesn't take up space in a bag/purse this is the product for you. I do not have pictures unfortunately but I was recommended this product from a friend of mine; I loved hers and decided to get my own. I brought this to a concert with me only used the portable part more than the fan bcuz luckily the venue was well air conditioned. Fan is a little lousy but it's easy to tune it out. Charger port did last me a good while for me so I'm thankful for that bcuz not a lot of portable charges have a big enough battery. I love this product and would buy it again if I needed to
"
55,"
Bought this for vacation but didn‚??t use it as much as I thought I would. It works well, is super quiet and is small & compact so super easy to carry around. I didn‚??t use it as a portable charger only because I didn‚??t need it but loved having the option without having to carry something separate! I did test it out to make sure it worked and it charged my phone for the minute I had to plugged in. I don‚??t know how long the battery life is just because I haven‚??t used it a ton, maybe 5-6 times but I will say I haven‚??t had to charge it again and I bought it over a month ago! Super cute color & design too so extra points for that.
"
56,"
Compact, great quality, holds charge, low noise level, it‚??s such a pretty light pink.
"
57,"
Quick charge, compact, good air flow. It was nice to have during an MLB game.HOWEVER! One should be very mindful of the open blades. Especially when consuming a few ballpark beers (they just hit different). Once, while conversing with my fellow attendee, my hand got too close to my head and my hair got caught in the fan. Not a big chunk, but those side pieces you pull down from your ball cap to look cute. There was no way to detangle that mess so I had to rip it from my skull. I was given another ballpark beer, and a hot dog, to dull my pain.THEN...the game was getting close. Cubs looked like they were about to rally. So many cheers. Loud shouting. Booing the Cubs fans in our row. Aggressive hand gestures. You know the drill. Top of the 9th, Reds leading 4-3. Wilson pitches to Ian Happ with 1 out. Happ fouls it straight up towards Reds dugout. Tyler Stephenson runs towards it, throws his mask, and makes A SLIDING CATCH FOR THE OUT! It. Was. Beautiful. We are hollering like the hillbillies we are and I am waving my hands like I just don't care. And that is when I smack myself in the face with open blades while trying to clap.Yes, I am a grown woman who can handle her liquor. Even stadium beers. But I don't think I'll be using this fan again. And the next one I buy will have a cage around the blades.Let's go Reds!!!
"
58,"
I purchases my daughter the pink one a year or so ago and she loves it for hot cruise days, hot beach time, anytime a fan can be used! It's such a bonus to be able to charge her phone if needed too. So I thought, what the heck, let me but one for our next cruise.I tested it out to check how fast it charged my phone and it was meh, nowhere near fast charging, but hey in a punch you take what you can get right. We'll, my husband walks in and says omg what is that noise! He can hear those high pitched noises like a dog can hear a whistle. He found it was the charger. I go closer and can hear it too. I assumed it was defective but hey, we have a year old one so I tried that and same thing after a few minutes.Now, my daughter has an iPhone and I have an android. I know I phones don't charge as fast as androids, so it may be that my phone is trying to pull too much charge and hers isn't. So, she's fine with hers, but I returned it and purchased a different variety that doesn't kill my husband's ears when I charge my phone with it.Would I recommend? If you're an iPhone user, yes, most definitely. Android? No, go with the JisuLife one as it doesn't give the high pitched noise that will drive any babies/pets/sensitive husband's crazy. They have one that's 4500mAh,its bigger but also so much stronger (white fan in the photos)White fan (other brand sucks at balance when closed, no matter how you lie it down when closed it wants to aggressively flip to have usb openings facing upPink fan (this brand) has mini fins that kinda hold it in place so no rolling aroundPink fan wants to walk off the table when using it on Max speed. White fan (again, other brand) has a rubber bit around the light that conveniently holds it in place no matter the speed when on a tabletop
"
59,"
Purchased one for my daughter for our Italy and Greece trip. Loved it so much, I got one too! This is a MUST HAVE item! Not just for travel, but to keep in your purse at all times! lol! It has come in handy so, so many times and people are always commenting they wish they had one and asking where did I get it! I would not have survived our summer without this. I use it everyday..outside, inside. Anytime I‚??m in line, or just need some cooling off. Lifesaver!  we loved them! Stays charged for a long time and fast! It makes minimal noise, and I love my white one, while my daughter has the pink color. Cleans easily and are good quality. Very very happy with my purchase and would buy from again.
"
60,"
Worked great. Lighting is around it is great at night. Able to charge personal tech. Highly recommend.
"
61,"
I have bought several of these and they are worth every bit of the cost.  Very simple design and make it easier to plug in multiple cords and the usb slots are a game changer!  5 stars!!
"
62,"
These are great! I have 4 of them. They are great by the nightstand and offer an awesome night light! Night light is a little tricky to figure out at first.
"
63,"
This unit extends a standard duplex AC plug to 5 standard outlets plus 4 USB charging ports--2 USBA and 2 USBC. It even has an attractive built-in night light that you can enable/disable. Although, the night light only has a light sensor; it does not have a motion sensor, so it is either on when it's dark or it isn't.The only reason I didn't give the unit 5 stars is because it doesn't mount flush against the wall. It sticks out about an 1/8"", which means it wobbles around on the outlet when you plug in an AC cord unless you hold it. I had a unit that did flush mount but the USB ports died after the first power outage, so that was a no-go.The unit was quite easy to install but I wouldn't recommend it for traveling. You don't want to be taking a faceplate off of an outlet in a hotel!
"
64,"
This has been super handy near by bedside as it has a light ring that pops on when you turn the lights off, like a mini night light. It makes it easy to see which cord you're grabbing in the dark as well. It was well worth the price. Been using a few weeks now and it's been awesome. So wish I would have gotten this sooner. The plugs do seem a hit hard to push in, but I'm assuming that's a safety feature and is only a hassle if trying to plug something in at a weird angle. USB ports seem to charge at a good rate of speed too.
"
65,"
These things are cool. Help clean up a bunch of additional cords and adds more space highly recommend.
"
66,"
This is a Night Light activated by movement!!! I was so pleasantly surprised ‚?∫Ô∏èAnd Extra Plugs, USB ports, a USB-C Port, Surge Protector, and Touch Sensor control! And iSmart! WOW! So much in so compact a unit! I love it so much I ordered 3 more!!!
"
67,"
Easy installation and all the plugs work
"
68,"
Sturdy outer packaging so the item wasn't damaged during shipping (UPS here likes to throw boxes around and they get crushed).Contents include the extender and a piece of paper showing how to disable the night light (very helpful because the night light button is a touch sensor so there is no physical button - I wouldn't have figured this out myself).Only 2 screwdrivers needed: a flathead (to remove the screw from my original outlet) and a Philips (to secure this extender in place). Quick tip: I stored the original outlet screw inside the little hole where the extender screw is and put a small piece of tape over it. My outlet's original screw fits perfectly inside that little cubby hole and I'll have it ready in case I want to remove the extender in the future.I tried screwing in the extender 2 different ways - with the outlet wall plate on and the outlet wall plate off. The extender fit no matter what. I left the wall plate on because the extender will not cover the gap between the extender and wall so dust can get in between.Working great out of the box so far.
"
69,"
I used 4 AC plugs and one USB-C. It does not have a button to turn light on or off. The light will automatically turn on at night. I use the USB-C to charge my phone at night, and I don't see any flickering light. It is just a regular night light. I have a feeling that USB-C charge faster than USB-A. I hope this review help you guys.
"
70,"
Worked great. Lighting is around it is great at night. Able to charge personal tech. Highly recommend.
"
71,"
I have bought several of these and they are worth every bit of the cost.  Very simple design and make it easier to plug in multiple cords and the usb slots are a game changer!  5 stars!!
"
72,"
These are great! I have 4 of them. They are great by the nightstand and offer an awesome night light! Night light is a little tricky to figure out at first.
"
73,"
This unit extends a standard duplex AC plug to 5 standard outlets plus 4 USB charging ports--2 USBA and 2 USBC. It even has an attractive built-in night light that you can enable/disable. Although, the night light only has a light sensor; it does not have a motion sensor, so it is either on when it's dark or it isn't.The only reason I didn't give the unit 5 stars is because it doesn't mount flush against the wall. It sticks out about an 1/8"", which means it wobbles around on the outlet when you plug in an AC cord unless you hold it. I had a unit that did flush mount but the USB ports died after the first power outage, so that was a no-go.The unit was quite easy to install but I wouldn't recommend it for traveling. You don't want to be taking a faceplate off of an outlet in a hotel!
"
74,"
This has been super handy near by bedside as it has a light ring that pops on when you turn the lights off, like a mini night light. It makes it easy to see which cord you're grabbing in the dark as well. It was well worth the price. Been using a few weeks now and it's been awesome. So wish I would have gotten this sooner. The plugs do seem a hit hard to push in, but I'm assuming that's a safety feature and is only a hassle if trying to plug something in at a weird angle. USB ports seem to charge at a good rate of speed too.
"
75,"
These things are cool. Help clean up a bunch of additional cords and adds more space highly recommend.
"
76,"
This is a Night Light activated by movement!!! I was so pleasantly surprised ‚?∫Ô∏èAnd Extra Plugs, USB ports, a USB-C Port, Surge Protector, and Touch Sensor control! And iSmart! WOW! So much in so compact a unit! I love it so much I ordered 3 more!!!
"
77,"
Easy installation and all the plugs work
"
78,"
Sturdy outer packaging so the item wasn't damaged during shipping (UPS here likes to throw boxes around and they get crushed).Contents include the extender and a piece of paper showing how to disable the night light (very helpful because the night light button is a touch sensor so there is no physical button - I wouldn't have figured this out myself).Only 2 screwdrivers needed: a flathead (to remove the screw from my original outlet) and a Philips (to secure this extender in place). Quick tip: I stored the original outlet screw inside the little hole where the extender screw is and put a small piece of tape over it. My outlet's original screw fits perfectly inside that little cubby hole and I'll have it ready in case I want to remove the extender in the future.I tried screwing in the extender 2 different ways - with the outlet wall plate on and the outlet wall plate off. The extender fit no matter what. I left the wall plate on because the extender will not cover the gap between the extender and wall so dust can get in between.Working great out of the box so far.
"
79,"
I used 4 AC plugs and one USB-C. It does not have a button to turn light on or off. The light will automatically turn on at night. I use the USB-C to charge my phone at night, and I don't see any flickering light. It is just a regular night light. I have a feeling that USB-C charge faster than USB-A. I hope this review help you guys.
"
80,"
As an avid outdoors enthusiast and frequent user of lighters, I recently had the opportunity to test out the latest electric lighter that boasts durability, efficiency, and cost-effectiveness. After putting it through its paces in various situations, I can confidently say that this is one of the best lighters I've come across in a long time.Durability: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)The first thing that impressed me about this electric lighter was its remarkable durability. It's evident that the manufacturers spared no expense in crafting a sturdy and reliable product. The outer casing is made of high-quality materials, which not only ensures longevity but also makes it resistant to accidental drops and impacts. I accidentally dropped it a few times during my camping trips, and it continued to function flawlessly without any signs of damage. This level of durability gives me peace of mind that it can withstand the rigors of outdoor adventures and everyday use.Efficiency: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)In terms of efficiency, this electric lighter surpasses traditional gas lighters by a considerable margin. It ignites instantly with just a push of a button, eliminating the need for flint or fluid refills. Whether I needed to start a campfire, light up a stove, or illuminate a candle, it consistently delivered a reliable flame without fail. The windproof design is another highlight; it proved effective even during gusty conditions, making it a reliable companion for outdoor activities. With its powerful battery, I've gone weeks without recharging, showcasing its efficient power management system.Cost-Effectiveness: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)One of the most significant advantages of this electric lighter is its cost-effectiveness. Although the initial price may be slightly higher compared to disposable lighters, it quickly proves to be the more economical choice in the long run. The rechargeable battery not only reduces the environmental impact of disposable lighters but also saves money on constant lighter replacements. Additionally, the lack of fuel or butane refills further contributes to its cost-effectiveness, making it an environmentally friendly and budget-friendly option.Pros:Exceptional durability, built to withstand accidental drops and impacts.Instant ignition with a reliable flame, no need for flint or fluid refills.Windproof design ensures consistent performance in adverse weather conditions.Long-lasting battery life with efficient power management.Cost-effective with rechargeable battery and no need for fuel refills.Cons:None worth mentioning.In conclusion, I highly recommend this durable, efficient, and cost-effective electric lighter to anyone in need of a reliable ignition source. Whether you're an outdoor enthusiast or simply looking for a dependable lighter for everyday use, this product ticks all the right boxes. Its outstanding durability, instant ignition, and cost-saving features make it an excellent investment for anyone seeking a long-lasting and environmentally conscious solution.
"
81,"
Easy to use, lightweight, works great! It surprised me but I took a piece of paper outside on a moderately windy day and it lit right away. No flames and no relighting a lighter because of the wind.
"
82,"
I am a sucker for technology. When I read Plasma Arch Electric Candle Lighter, I was hooked.As soon as the season changes and the sun is down before dinner, we break out the candles and the stick matches. My wife is a gourmet cook, lucky me. My job is to pair the wine, choose the music, set the table, and light the candles. We also throw dinner parties, and setting the table for twelve is not unusual.Now, about the Fukkuda lighter. The first time I used it, I was sold. It works by passing the arch of electricity over the candle's wick, and then, poof, there is flame. It puts on a show if you have never seen anything like this before. My wife, who has no interest in technology, was even impressed. It's an elegant little electronic device that is easy to use with a simple button push. Also, the lighter has become my party trick when we have dinner parties. Everyone is impressed. Fun!In addition, this is simply the best way to light a candle. No more stick matches with their sulfur smell. Buy one. It's fun.Oh, it's rechargeable, has LED lights to let you know the state of charge, and comes with a charging cable.
"
83,"
Update after receiving replacement - so far it looks good. Still going after first charge.Huge disappointment with battery. After fully charging it for a day and using it few times, it is useless and fully discharged next day. I am making sure I slide it to off after use. I am hoping this is just one defective piece. I am going with replacement and hope that new piece works.
"
84,"
I will admit, I was hoping I could use this the same as a regular lighter, but it only will really work on candles. Maybe it would work to light lint on fire, but I gave up on trying to light a campfire. Works great for candles.
"
85,"
I'm obsessed with candles, I love them, have them everywhere on our main level. I light them every night.  I can't help it, it's sort of a problem.  Well, I came across this gadget one day and decided to give it a try.  It's awesome.  It keeps a charge for a long time, it charges quickly via USB, it's safe, and it's kind of fun to use.  I'm not a pyro, but if I were, I think this would be the tool I'd use.  I love it.
"
86,"
This lighter is great!  Sleek and slim and came fully charged.  Perfect for candles or other things you need to light.
"
87,"
i blind bought this because i am constantly lighting candles and am SO FREAKING TIRED of the normal candle lighters running out of fuel and having to click click click to get the tiniest flame going.i saw this had good reviews, was rechargeable, and honestly just seemed cool. when you ""light this"", it's not like your typical lighter. it literally looks like a taser electricity is running between the the two little ""sticks.""my only complaint is that this does NOT come with a charger (WHY?????), and you can ONLY use a charger that is 3A max and not a fast charger at all. luckily i already had one at home. so, just know this before buying that you're going to be annoyed if you don't have a charger block when this arrives.this thing charges super fast, works amazing, and i will absolutely buy another one of these if/when this one fails. fantastic product!will update review if anything changes.
"
88,"
First time using an electronic lighter to start a campfire and have to say it works pretty good. Wind does not effect it compared to a regular butane lighter. Overall I really like this, but there are a few minor issue for me to deduct 1 star.1. The slide switch is loose. When sliding to the on/off position it does not lock into place. Mines will move around and if the switch is not in the on position  the plasma flame will not come on. Have to make sure I push it up before pressing the button.2. The plasma flame is slightly small with only 1 and there is like a 10-15sec limit that it stays on for before powering off. Also the width of the arc is narrow. A few millimeters wider and it would be better to light small branches and wood.For the price this works great. But if I have to do it again I would suggest getting one that has more than 1 plasma arc and a little bigger.Oh yeah this is an electric light so if you use it near metal it will cut out as a safety. I accidentally got to close to the metal grill and short out my lighter. All let's went off and lighter would not work. But after plugging it into a USB charger the lights came back on and all works normally. Good to know that there is a safety protection built in :)
"
89,"
Overall I've really enjoyed this lighter. The battery life has surprised me, its easy to operate, and its got a cool safety switch design. I got it because I was tired of my conventional fireplace and candle lighters running out of fuel.The only downside I've run into is that the gap between the electrodes is a bit more narrow than I'd like. New, slender candle wicks will fit in there just fine. But as some wicks burn, they get a bit chunky with residue, and have a hard time fitting. You'll end up with residue on the electrodes themselves from making contact with the wicks, which you have to wipe off periodically.Not a huge issue or deal breaker at all, especially considering the price! The only other thing I'd call out is you may need to hold the arc on a wick a bit longer than you'd guess for the flame to really take. Again, we're talking seconds. Not a big issue, just something that I had to learn as I used it.Fun product. :)
"
90,"
As an avid outdoors enthusiast and frequent user of lighters, I recently had the opportunity to test out the latest electric lighter that boasts durability, efficiency, and cost-effectiveness. After putting it through its paces in various situations, I can confidently say that this is one of the best lighters I've come across in a long time.Durability: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)The first thing that impressed me about this electric lighter was its remarkable durability. It's evident that the manufacturers spared no expense in crafting a sturdy and reliable product. The outer casing is made of high-quality materials, which not only ensures longevity but also makes it resistant to accidental drops and impacts. I accidentally dropped it a few times during my camping trips, and it continued to function flawlessly without any signs of damage. This level of durability gives me peace of mind that it can withstand the rigors of outdoor adventures and everyday use.Efficiency: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)In terms of efficiency, this electric lighter surpasses traditional gas lighters by a considerable margin. It ignites instantly with just a push of a button, eliminating the need for flint or fluid refills. Whether I needed to start a campfire, light up a stove, or illuminate a candle, it consistently delivered a reliable flame without fail. The windproof design is another highlight; it proved effective even during gusty conditions, making it a reliable companion for outdoor activities. With its powerful battery, I've gone weeks without recharging, showcasing its efficient power management system.Cost-Effectiveness: ‚≠ê‚≠ê‚≠ê‚≠ê‚≠ê (5/5)One of the most significant advantages of this electric lighter is its cost-effectiveness. Although the initial price may be slightly higher compared to disposable lighters, it quickly proves to be the more economical choice in the long run. The rechargeable battery not only reduces the environmental impact of disposable lighters but also saves money on constant lighter replacements. Additionally, the lack of fuel or butane refills further contributes to its cost-effectiveness, making it an environmentally friendly and budget-friendly option.Pros:Exceptional durability, built to withstand accidental drops and impacts.Instant ignition with a reliable flame, no need for flint or fluid refills.Windproof design ensures consistent performance in adverse weather conditions.Long-lasting battery life with efficient power management.Cost-effective with rechargeable battery and no need for fuel refills.Cons:None worth mentioning.In conclusion, I highly recommend this durable, efficient, and cost-effective electric lighter to anyone in need of a reliable ignition source. Whether you're an outdoor enthusiast or simply looking for a dependable lighter for everyday use, this product ticks all the right boxes. Its outstanding durability, instant ignition, and cost-saving features make it an excellent investment for anyone seeking a long-lasting and environmentally conscious solution.
"
91,"
Easy to use, lightweight, works great! It surprised me but I took a piece of paper outside on a moderately windy day and it lit right away. No flames and no relighting a lighter because of the wind.
"
92,"
I am a sucker for technology. When I read Plasma Arch Electric Candle Lighter, I was hooked.As soon as the season changes and the sun is down before dinner, we break out the candles and the stick matches. My wife is a gourmet cook, lucky me. My job is to pair the wine, choose the music, set the table, and light the candles. We also throw dinner parties, and setting the table for twelve is not unusual.Now, about the Fukkuda lighter. The first time I used it, I was sold. It works by passing the arch of electricity over the candle's wick, and then, poof, there is flame. It puts on a show if you have never seen anything like this before. My wife, who has no interest in technology, was even impressed. It's an elegant little electronic device that is easy to use with a simple button push. Also, the lighter has become my party trick when we have dinner parties. Everyone is impressed. Fun!In addition, this is simply the best way to light a candle. No more stick matches with their sulfur smell. Buy one. It's fun.Oh, it's rechargeable, has LED lights to let you know the state of charge, and comes with a charging cable.
"
93,"
Update after receiving replacement - so far it looks good. Still going after first charge.Huge disappointment with battery. After fully charging it for a day and using it few times, it is useless and fully discharged next day. I am making sure I slide it to off after use. I am hoping this is just one defective piece. I am going with replacement and hope that new piece works.
"
94,"
I will admit, I was hoping I could use this the same as a regular lighter, but it only will really work on candles. Maybe it would work to light lint on fire, but I gave up on trying to light a campfire. Works great for candles.
"
95,"
I'm obsessed with candles, I love them, have them everywhere on our main level. I light them every night.  I can't help it, it's sort of a problem.  Well, I came across this gadget one day and decided to give it a try.  It's awesome.  It keeps a charge for a long time, it charges quickly via USB, it's safe, and it's kind of fun to use.  I'm not a pyro, but if I were, I think this would be the tool I'd use.  I love it.
"
96,"
This lighter is great!  Sleek and slim and came fully charged.  Perfect for candles or other things you need to light.
"
97,"
i blind bought this because i am constantly lighting candles and am SO FREAKING TIRED of the normal candle lighters running out of fuel and having to click click click to get the tiniest flame going.i saw this had good reviews, was rechargeable, and honestly just seemed cool. when you ""light this"", it's not like your typical lighter. it literally looks like a taser electricity is running between the the two little ""sticks.""my only complaint is that this does NOT come with a charger (WHY?????), and you can ONLY use a charger that is 3A max and not a fast charger at all. luckily i already had one at home. so, just know this before buying that you're going to be annoyed if you don't have a charger block when this arrives.this thing charges super fast, works amazing, and i will absolutely buy another one of these if/when this one fails. fantastic product!will update review if anything changes.
"
98,"
First time using an electronic lighter to start a campfire and have to say it works pretty good. Wind does not effect it compared to a regular butane lighter. Overall I really like this, but there are a few minor issue for me to deduct 1 star.1. The slide switch is loose. When sliding to the on/off position it does not lock into place. Mines will move around and if the switch is not in the on position  the plasma flame will not come on. Have to make sure I push it up before pressing the button.2. The plasma flame is slightly small with only 1 and there is like a 10-15sec limit that it stays on for before powering off. Also the width of the arc is narrow. A few millimeters wider and it would be better to light small branches and wood.For the price this works great. But if I have to do it again I would suggest getting one that has more than 1 plasma arc and a little bigger.Oh yeah this is an electric light so if you use it near metal it will cut out as a safety. I accidentally got to close to the metal grill and short out my lighter. All let's went off and lighter would not work. But after plugging it into a USB charger the lights came back on and all works normally. Good to know that there is a safety protection built in :)
"
99,"
Overall I've really enjoyed this lighter. The battery life has surprised me, its easy to operate, and its got a cool safety switch design. I got it because I was tired of my conventional fireplace and candle lighters running out of fuel.The only downside I've run into is that the gap between the electrodes is a bit more narrow than I'd like. New, slender candle wicks will fit in there just fine. But as some wicks burn, they get a bit chunky with residue, and have a hard time fitting. You'll end up with residue on the electrodes themselves from making contact with the wicks, which you have to wipe off periodically.Not a huge issue or deal breaker at all, especially considering the price! The only other thing I'd call out is you may need to hold the arc on a wick a bit longer than you'd guess for the flame to really take. Again, we're talking seconds. Not a big issue, just something that I had to learn as I used it.Fun product. :)
"
100,"
I recently purchased this retractable car charger with 100W power specifically designed for double iPhones, yes, I have two, and I must say, it has exceeded my expectations in terms of functionality and convenience.One of the key features is the fast charging capability. With 100W power output, it charges my iPhones quickly, which is incredibly convenient, especially when I'm on the go and need a quick power boost.The dual charging ports are fantastic, allowing me to charge both my iPhones simultaneously without any decrease in charging speed.What stands out is the retractable cables. They not only eliminate cable clutter but also keep the car interior tidy and organized. The retractable design is a game-changer for me as it prevents tangled cables and makes storing the charger hassle-free.The two additional ports are particularly handy when I'm traveling with a passenger who also needs to charge their device.Furthermore, it plugs snuggly into the cigarette socket ensuring a secure connection, so I never have to worry about the charger coming loose while driving.Overall, I highly recommend this item to anyone looking for a reliable, fast-charging solution for their vehicles. It's sleek, efficient, and delivers on its promises, making it a must-have accessory for any car owner. I bought an additional four for my family as stocking stuffers!
"
101,"
I love this charger! I have a manual shift Jeep, and was constantly battling charger cords laying all around the shift console. This charger block is a petfect solution, as they are the perfect length, and the cords disappear when not in use. The fast charging is also a huge bonus. Great product - highly recommended.
"
102,"
Great charger for a car! It‚??s durable and super easy to use. The retractable chords are amazing!
"
103,"
I wanted to get rid of the mess of charging cables that sits up in the front of my car. This device provides a neat and tidy way of storing both a lightning cable and a USB-C cable, as well as providing extra charging ports.It's a solid unit and feels sturdy, should last a long time.Just note that the retractable cables are somewhat short (80cm or about 2.5ft). It's enough for passengers in the front seat, but will not reach the backseat.My only complaint is that the included retractable cables do not fast charge my phone. Using a thicker cable in the extra USB ports will fast charge your phone if needed though, so it's not the end of the world.
"
104,"
It does not charge my Samsung Note 20 Ultra super fast. It says fast charging on my phone screen. But it is nice to have retractable cables. Let's see how long the mechanism will survive.
"
105,"
At last, I don't have a mess of cables in my car for my charging needs. I absolutely love this product. The retractable cables keep everything nice, neat and clean. And the additional plugs allow me to charge my watch. The fact that it tilts once it's inserted into the outlet is great for improved accessibility. It's so good. I'm buying one for the motorhome and another one for our other vehicle.
"
106,"
Great that it retracts and is nice and compact.  Like tjat is has 2 types of cords
"
107,"
I have now bought one of these for both my vehicles.  They charge quickly and I love the retractable part. Very much recommend..
"
108,"
The pull-out charge cables are great, I don't have to worry if my cables are in the vehicle anymore. They work as described. The adjustability of angles is great. Having the volt meter on it is not only great just to have and make sure it's connected properly, but it helps to see how your vehicle's charging system is working.  I could see fluctuations from the start of the vehicle's current battery level, to while driving, and I know my alternator is putting out what it's supposed to.
"
